url,business_name,quality_score,issues,needs_redesign,is_hot_lead,phone,email,status,analysis_date
http://example.com,Example Domain,60,No HTTPS; No contact info found,False,False,,,analyzed,2026-02-08 04:59:58
https://berkshirehathaway.com,,65,No mobile viewport; No contact info found,False,False,,,analyzed,2026-02-08 04:59:59
